"Normal11, 235th Right d2.npy",27,149,254,314,422,563,1032,1154,1261,1324,1432,1559
"Normal11, 237th Left d2.npy",27,141,246,305,407,524,978,1103,1202,1267,1381,1491
"Normal11, 253th Right d2.npy",13,129,249,317,399,535,1012,1134,1239,1307,1392,1497
"Normal12, 113th Right d2.npy",41,152,260,308,388,515,1023,1142,1259,1315,1398,1520
"Normal12, 175th Left d2.npy",27
"Normal12, 181th Left d2.npy",24,144,260,314,405,541,989,1108,1242,1290,1383,1534
"Normal12, 181th Right d2.npy",36,161,280,328,405,558,1000,1125,1256,1301,1392,1522
"Normal12, 185th Left d2.npy",27,152,268,345,424,555,1071,1188,1304,1358,1443,1582
"Normal12, 185th Right d2.npy",39,166,283,336,422,566,1083,1205,1321,1378,1460,1602
"Normal12, 187th Left d2.npy",27,141,251,311,390,529,983,1100,1225,1287,1372,1500
"Normal12, 187th Right d2.npy",39,155,268,319,402,546,998,1117,1242,1298,1381,1525
"Normal12, 191th Right d2.npy",44,158,288,348,422,563,1097,1219,1324,1383,1466,1608
"Normal12, 193th Left d2.npy",33,146,254,322,402,549,1012,1131,1256,1315,1409,1565
"Normal12, 193th Right d2.npy",39,169,266,336,422,566,1023,1145,1261,1310,1409,1557
"Normal12, 199th Right d2.npy",39,158,257,311,390,527,955,1063,1179,1253,1338,1435
"Normal12, 205th Right d2.npy",41,163,277,331,422,578,1020,1148,1276,1335,1429,1559
"Normal12, 213th Right d2.npy",39,152,268,331,407,535,1015,1134,1256,1310,1403,1537
"Normal12, 219th Right d2.npy",44,166,291,345,430,586,1029,1151,1281,1332,1423,1571
"Normal12, 243th Right d2.npy",44,155,260,314,399,521,1049,1168,1264,1327,1398,1545
"Normal12, 273th Right d2.npy",47,169,280,342,427,572,1023,1137,1270,1327,1426,1551
"Normal12, 277th Right d2.npy",50,175,302,368,456,612,1051,1176,1307,1375,1457,1613
"Normal12, 285th Right d2.npy",47,169,302,354,450,592,1043,1171,1295,1352,1443,1608
"Normal12, 299th Right d2.npy",50,178,305,359,447,592,1097,1227,1344,1398,1480,1642
"Normal12, 301th Left d2.npy",33,155,283,342,447,600,1037,1154,1298,1349,1466,1599
"Normal12, 301th Right d2.npy",58,189,308,373,478,632,1060,1191,1321,1378,1483,1630
"Normal12, 323th Right d2.npy",61,192,319,376,484,634,1051,1185,1313,1381,1491,1622
"Normal12, 89th Right d2.npy",41,152,266,322,396,504,1029,1137,1261,1307,1395,1511
"Normal13, 165th Left d2.npy",30,138,260,331,416,538,1043,1151,1276,1327,1420,1528
"Normal13, 47th Left d2.npy",33,152,274,336,430,552,1032,1159,1293,1352,1449,1548
"Normal14, 143th Left d2.npy",24,107,180,237,308,393,861,947,1017,1069,1162,1216
"Normal14, 143th Right d2.npy",19,98,178,226,305,393,859,947,1020,1074,1159,1239
"Normal14, 29th Left d2.npy",24,110,192,257,325,402,836,921,1009,1063,1145,1230
"Normal14, 29th Right d2.npy",27,112,206,260,328,422,844,927,1012,1074,1154,1244
"Normal14, 33th Left d2.npy",22,101,189,251,322,390,895,978,1060,1122,1188,1259
"Normal14, 33th Right d2.npy",30,104,197,257,325,396,895,983,1066,1122,1196,1264
"Normal14, 43th Left d2.npy",19,98,178,234,291,368,790,864,944,1006,1077,1142
"Normal14, 43th Right d2.npy",22,98,180,234,300,368,790,870,949,1015,1086,1148
"Normal15, 105th Right d2.npy",24,124,214,263,342,456,1000,1103,1199,1244,1327,1418
"Normal15, 113th Right d2.npy",30,135,229,283,365,507,1017,1131,1222,1267,1378,1508
"Normal15, 127th Right d2.npy",33,135,240,285,376,498,1037,1151,1253,1295,1386,1505
"Normal15, 133th Right d2.npy",30,141,226,271,379,478,1020,1122,1208,1253,1355,1469
"Normal15, 147th Right d2.npy",33,152,257,300,385,498,1000,1111,1205,1261,1355,1480
"Normal15, 155th Right d2.npy",33,144,229,280,373,504,1012,1137,1239,1287,1369,1463
"Normal15, 171th Right d2.npy",36,158,266,325,427,583,1032,1159,1247,1298,1418,1545
"Normal15, 173th Right d2.npy",33,161,257,314,419,563,1026,1154,1256,1313,1415,1528
"Normal15, 175th Right d2.npy",47,172,257,308,396,549,1015,1142,1244,1298,1389,1522
"Normal15, 179th Right d2.npy",33,152,246,305,407,544,1020,1142,1253,1295,1400,1531
"Normal15, 189th Right d2.npy",30,149,257,305,402,535,1051,1165,1256,1318,1415,1542
"Normal15, 191th Left d2.npy",27,144,229,277,376,490,1009,1120,1216,1270,1369,1503
"Normal15, 191th Right d2.npy",33,146,229,291,379,504,1006,1128,1230,1273,1369,1503
"Normal15, 195th Right d2.npy",30,138,220,274,365,487,1017,1128,1233,1284,1381,1497
"Normal15, 221th Right d2.npy",27,135,232,274,373,487,1006,1117,1182,1230,1330,1460
"Normal15, 229th Right d2.npy",33,146,223,277,385,510,995,1111,1210,1264,1361,1474
"Normal15, 233th Right d2.npy",30,138,220,274,365,467,1020,1128,1216,1270,1361,1494
"Normal15, 235th Right d2.npy",30,149,240,291,393,515,1051,1168,1253,1313,1406,1534
"Normal15, 239th Right d2.npy",24,141,237,288,382,510,1020,1134,1219,1267,1366,1488
"Normal15, 241th Right d2.npy",30,138,234,285,376,484,1029,1137,1230,1278,1364,1488
"Normal15, 243th Right d2.npy",24,141,237,288,376,501,998,1108,1202,1256,1352,1469
"Normal15, 253th Right d2.npy",27,144,240,291,379,498,1063,1168,1256,1315,1400,1520
"Normal15, 27th Right d2.npy",30,135,234,285,379,512,989,1094,1199,1239,1324,1443
"Normal15, 295th Right d2.npy",27,127,217,266,348,444,998,1105,1205,1244,1335,1437
"Normal15, 299th Right d2.npy"
"Normal15, 301th Right d2.npy",41,161,254,314,424,569,1017,1148,1244,1307,1409,1545
"Normal15, 311th Right d2.npy",24,146,234,305,393,510,1020,1148,1233,1307,1403,1531
"Normal15, 313th Right d2.npy",30,146,226,283,385,555,1015,1131,1210,1259,1375,1505
"Normal15, 317th Right d2.npy",30,138,240,291,373,507,1003,1111,1208,1256,1364,1488
"Normal15, 323th Right d2.npy",24,129,226,268,368,478,1032,1134,1219,1264,1361,1480
"Normal15, 325th Right d2.npy",27,129,229,271,376,484,1040,1139,1230,1295,1386,1491
"Normal15, 331th Right d2.npy",27,132,223,280,368,478,1020,1122,1230,1273,1369,1483
"Normal15, 333th Right d2.npy",22,135,234,280,368,521,995,1108,1205,1247,1347,1466
"Normal15, 41th Right d2.npy",30,141,246,305,365,515,1020,1139,1239,1284,1389,1525
"Normal15, 51th Right d2.npy",24,138,257,302,419,595,1012,1137,1236,1290,1395,1534
"Normal15, 53th Right d2.npy",13,132,237,294,376,521,975,1086,1188,1242,1338,1449
"Normal15, 55th Right d2.npy",22,141,237,302,385,521,1023,1134,1225,1278,1375,1505
"Normal15, 59th Right d2.npy",24,129,220,268,348,473,1000,1117,1208,1256,1335,1463
"Normal15, 75th Right d2.npy",30,138,240,294,382,515,1026,1142,1244,1290,1383,1508
"Normal15, 85th Right d2.npy",22,144,226,285,368,493,1006,1122,1208,1239,1358,1463
"Normal15, 91th Right d2.npy",24,141,246,305,405,532,1032,1151,1250,1304,1400,1537
"Normal17, 103th Right d2.npy",30,163,277,311,424,580,1026,1156,1259,1310,1415,1574
"Normal17, 105th Left d2.npy",33,169,277,328,430,586,1020,1156,1259,1307,1412,1582
"Normal17, 105th Right d2.npy",36,172,266,322,433,589,1020,1162,1253,1327,1420,1574
"Normal17, 107th Left d2.npy",36,149,260,319,410,555,1051,1179,1290,1335,1437,1574
"Normal17, 107th Right d2.npy",39,161,263,319,413,566,1054,1185,1293,1344,1437,1588
"Normal17, 111th Left d2.npy",41,149,257,308,399,532,1034,1145,1247,1310,1398,1542
"Normal17, 111th Right d2.npy",39,161,263,319,405,555,1037,1151,1250,1304,1395,1545
"Normal17, 113th Left d2.npy",33,158,263,319,416,563,1029,1156,1250,1310,1415,1557
"Normal17, 113th Right d2.npy",36,166,257,314,413,561,1037,1162,1264,1318,1418,1574
"Normal17, 125th Left d2.npy",30,155,243,311,399,549,1037,1159,1256,1307,1415,1557
"Normal17, 125th Right d2.npy",33,161,263,314,405,561,1040,1162,1264,1310,1406,1554
"Normal17, 129th Left d2.npy",30,152,251,311,396,544,998,1122,1222,1278,1378,1505
"Normal17, 129th Right d2.npy",27,152,254,314,399,549,1003,1125,1225,1278,1375,1520
"Normal17, 141th Left d2.npy",33,152,246,302,405,546,1049,1173,1261,1318,1415,1545
"Normal17, 141th Right d2.npy",41,158,243,302,405,561,1054,1176,1267,1327,1409,1551
"Normal17, 143th Left d2.npy",36,149,249,297,388,529,1009,1139,1230,1276,1381,1522
"Normal17, 143th Right d2.npy",33,158,254,302,396,538,1015,1137,1233,1281,1378,1514
"Normal17, 161th Left d2.npy",36,155,246,302,405,535,1029,1145,1236,1301,1392,1537
"Normal17, 161th Right d2.npy",39,158,251,314,407,546,1026,1154,1247,1298,1395,1548
"Normal17, 167th Left d2.npy",33,158,249,302,410,563,1023,1151,1253,1310,1403,1562
"Normal17, 167th Right d2.npy",33,158,260,322,410,572,1026,1154,1247,1301,1412,1551
"Normal17, 171th Left d2.npy",33,155,243,300,388,532,1006,1125,1225,1293,1381,1508
"Normal17, 171th Right d2.npy",27,152,254,311,396,524,1003,1128,1227,1307,1378,1514
"Normal17, 17th Left d2.npy",36,166,285,356,456,620,1034,1173,1281,1364,1457,1608
"Normal17, 17th Right d2.npy",30,169,294,368,447,615,1049,1188,1293,1344,1469,1627
"Normal17, 191th Left d2.npy",36,146,249,317,405,544,1051,1165,1270,1332,1415,1548
"Normal17, 191th Right d2.npy",36,163,251,314,402,541,1049,1171,1273,1335,1415,1551
"Normal17, 199th Left d2.npy",24,161,305,373,467,620,1040,1185,1293,1372,1477,1647
"Normal17, 199th Right d2.npy",36,169,314,376,464,612,1029,1179,1310,1386,1466,1636
"Normal17, 201th Left d2.npy",27,175,283,382,490,651,1040,1182,1315,1383,1500,1664
"Normal17, 201th Right d2.npy",22,158,280,342,461,680,1026,1168,1301,1369,1480,1630
"Normal17, 217th Left d2.npy",24,155,246,302,419,572,1020,1148,1239,1298,1415,1565
"Normal17, 217th Right d2.npy",22,135,240,300,410,555,1009,1131,1236,1284,1406,1545
"Normal17, 231th Left d2.npy",33,161,263,314,419,569,1060,1182,1293,1332,1443,1591
"Normal17, 231th Right d2.npy",36,163,271,328,422,575,1063,1193,1295,1341,1446,1585
"Normal17, 233th Left d2.npy",36,169,263,317,439,598,1009,1139,1242,1290,1415,1557
"Normal17, 233th Right d2.npy",36,178,271,317,433,598,1006,1159,1250,1307,1415,1574
"Normal17, 235th Left d2.npy",30,152,251,308,405,558,1026,1145,1239,1298,1395,1554
"Normal17, 235th Right d2.npy",30,155,260,319,410,549,1026,1154,1253,1313,1409,1537
"Normal17, 237th Left d2.npy",36,166,263,311,419,566,1020,1148,1244,1281,1406,1545
"Normal17, 237th Right d2.npy",36,161,260,311,416,566,1012,1148,1247,1295,1406,1548
"Normal17, 239th Left d2.npy",27,152,246,314,396,538,1040,1168,1253,1307,1415,1557
"Normal17, 239th Right d2.npy",30,155,254,302,402,544,1037,1165,1247,1304,1418,1554
"Normal17, 243th Left d2.npy",36,146,240,297,393,538,1034,1148,1242,1293,1400,1545
"Normal17, 243th Right d2.npy",24,158,249,300,390,546,1032,1151,1247,1304,1409,1551
"Normal17, 245th Left d2.npy",33,166,251,311,422,569,1069,1199,1290,1355,1460,1619
"Normal17, 245th Right d2.npy",36,166,257,317,419,583,1071,1213,1307,1349,1452,1605
"Normal17, 253th Left d2.npy",33,158,249,314,402,549,1020,1148,1242,1298,1400,1559
"Normal17, 253th Right d2.npy",30,146,234,294,396,552,1015,1151,1239,1293,1398,1554
"Normal17, 255th Left d2.npy",33,169,263,322,416,566,1043,1179,1259,1310,1418,1559
"Normal17, 255th Right d2.npy",22,158,251,300,407,544,1032,1173,1250,1301,1406,1554
"Normal17, 257th Left d2.npy",30,155,257,322,410,549,1012,1134,1233,1290,1386,1542
"Normal17, 257th Right d2.npy",24,152,249,305,402,569,1006,1137,1227,1281,1383,1531
"Normal17, 259th Left d2.npy",36,163,240,314,410,566,1032,1154,1242,1304,1398,1540
"Normal17, 259th Right d2.npy",30,155,251,294,410,544,1029,1148,1239,1298,1392,1537
"Normal17, 261th Left d2.npy",33,152,243,285,388,527,1026,1145,1247,1284,1383,1528
"Normal17, 261th Right d2.npy",30,149,237,288,393,515,1032,1145,1244,1298,1392,1531
"Normal17, 271th Left d2.npy",39,155,249,317,416,566,1057,1179,1284,1341,1429,1596
"Normal17, 271th Right d2.npy",41,166,249,314,427,566,1060,1202,1298,1347,1432,1599
"Normal17, 273th Left d2.npy",27,152,232,283,382,527,998,1120,1213,1261,1361,1497
"Normal17, 273th Right d2.npy",36,158,240,288,388,527,1006,1120,1222,1264,1369,1503
"Normal17, 275th Left d2.npy",36,149,246,283,393,532,1020,1139,1230,1281,1372,1505
"Normal17, 275th Right d2.npy",36,155,243,291,396,535,1026,1154,1230,1267,1378,1520
"Normal17, 277th Left d2.npy",36,152,246,305,396,535,1074,1191,1281,1330,1429,1565
"Normal17, 277th Right d2.npy",39,158,254,308,405,549,1074,1199,1281,1332,1429,1574
"Normal17, 279th Left d2.npy",33,146,232,291,379,518,1020,1137,1230,1276,1375,1500
"Normal17, 279th Right d2.npy",36,155,243,283,379,515,1026,1137,1242,1287,1375,1508
"Normal17, 281th Left d2.npy",27,141,226,268,365,495,1015,1131,1202,1247,1344,1480
"Normal17, 281th Right d2.npy",30,149,232,277,376,495,1017,1134,1227,1256,1344,1477
"Normal17, 283th Left d2.npy",33,141,220,263,356,476,1032,1145,1219,1261,1361,1486
"Normal17, 283th Right d2.npy",36,144,234,274,359,481,1034,1148,1236,1267,1355,1488
"Normal17, 285th Left d2.npy",33,144,226,280,371,501,1034,1145,1230,1276,1378,1494
"Normal17, 285th Right d2.npy",39,152,229,288,368,493,1037,1145,1239,1278,1381,1511
"Normal17, 287th Left d2.npy",33,146,243,291,385,512,1080,1188,1278,1327,1418,1562
"Normal17, 287th Right d2.npy",33,149,234,288,379,521,1077,1196,1273,1318,1435,1562
"Normal17, 289th Left d2.npy",36,152,240,285,379,515,1026,1145,1233,1278,1383,1517
"Normal17, 289th Right d2.npy",33,152,240,283,379,524,1032,1145,1239,1287,1383,1525
"Normal17, 291th Left d2.npy",36,166,251,305,407,546,1077,1196,1264,1327,1437,1588
"Normal17, 291th Right d2.npy",36,161,254,314,407,544,1077,1199,1301,1344,1435,1579
"Normal17, 293th Left d2.npy",27,163,240,300,407,538,1015,1134,1242,1287,1389,1525
"Normal17, 293th Right d2.npy",30,161,257,305,405,552,1015,1145,1244,1295,1389,1525
"Normal17, 295th Left d2.npy",30,161,246,308,402,549,1077,1202,1290,1344,1440,1579
"Normal17, 295th Right d2.npy",44,161,257,305,402,544,1088,1208,1287,1349,1440,1591
"Normal17, 299th Left d2.npy",39,155,249,305,396,541,1057,1176,1267,1321,1423,1557
"Normal17, 299th Right d2.npy",41,152,246,305,405,555,1054,1182,1261,1324,1426,1571
"Normal17, 303th Left d2.npy",33,146,246,300,399,538,1040,1165,1259,1304,1406,1568
"Normal17, 303th Right d2.npy",41,155,254,294,399,552,1049,1162,1253,1310,1415,1559
"Normal17, 307th Left d2.npy",30,155,243,305,399,541,1003,1125,1227,1273,1375,1531
"Normal17, 307th Right d2.npy",39,155,234,297,402,541,1017,1131,1222,1273,1389,1522
"Normal17, 313th Left d2.npy",33,161,243,305,413,555,1029,1151,1244,1293,1409,1568
"Normal17, 313th Right d2.npy",41,166,268,322,416,572,1032,1156,1259,1318,1415,1565
"Normal17, 319th Left d2.npy",33,155,254,302,405,535,1049,1173,1267,1313,1415,1571
"Normal17, 319th Right d2.npy",36,161,249,308,405,555,1054,1179,1256,1315,1426,1582
"Normal17, 323th Left d2.npy",33,152,246,302,405,561,1046,1173,1253,1313,1415,1582
"Normal17, 323th Right d2.npy",36,161,254,302,416,541,1054,1173,1264,1321,1426,1574
"Normal17, 327th Left d2.npy",27,152,240,297,405,569,1029,1156,1239,1298,1406,1571
"Normal17, 327th Right d2.npy",39,155,240,297,402,532,1037,1162,1244,1307,1412,1565
"Normal17, 333th Left d2.npy",33,161,257,328,419,586,1049,1188,1284,1341,1449,1596
"Normal17, 333th Right d2.npy",33,166,274,325,436,578,1054,1185,1287,1330,1437,1599
"Normal17, 337th Left d2.npy",30,152,254,302,410,538,1034,1156,1247,1310,1415,1551
"Normal17, 337th Right d2.npy",27,152,246,294,405,552,1032,1154,1242,1293,1400,1551
"Normal17, 339th Left d2.npy",33,161,254,302,402,538,1009,1145,1236,1284,1383,1528
"Normal17, 339th Right d2.npy",22,161,229,288,396,546,998,1145,1219,1284,1361,1517
"Normal17, 341th Left d2.npy",27,161,246,302,393,529,1054,1176,1250,1301,1426,1565
"Normal17, 341th Right d2.npy",22,144,246,302,396,532,1051,1176,1273,1315,1415,1568
"Normal17, 343th Left d2.npy",24,146,246,291,385,524,1017,1125,1216,1281,1383,1522
"Normal17, 343th Right d2.npy",27,155,240,288,379,527,1012,1134,1242,1287,1375,1522
"Normal17, 353th Left d2.npy",39,155,263,314,407,578,1049,1176,1270,1321,1446,1585
"Normal17, 353th Right d2.npy",22,158,246,319,413,575,1037,1173,1276,1330,1423,1582
"Normal17, 357th Left d2.npy",24,155,246,305,410,555,1012,1134,1236,1298,1386,1548
"Normal17, 357th Right d2.npy",30,161,249,319,416,555,1009,1154,1242,1307,1398,1534
"Normal17, 35th Left d2.npy",30,158,240,305,419,575,1006,1142,1236,1310,1406,1551
"Normal17, 35th Right d2.npy",33,161,254,328,436,595,1015,1148,1244,1315,1415,1562
"Normal17, 381th Left d2.npy",33,172,291,351,461,626,1034,1182,1290,1349,1469,1633
"Normal17, 381th Right d2.npy",36,183,283,354,439,598,1032,1176,1253,1310,1454,1622
"Normal17, 383th Left d2.npy",24,169,280,362,447,615,1029,1179,1281,1338,1452,1616
"Normal17, 383th Right d2.npy",27,166,251,322,447,612,1020,1159,1253,1330,1432,1596
"Normal17, 387th Left d2.npy",30,175,294,351,427,592,1000,1142,1236,1304,1406,1557
"Normal17, 387th Right d2.npy",19,149,254,305,424,561,986,1128,1239,1290,1398,1557
"Normal17, 389th Left d2.npy",30,169,266,322,430,566,1023,1156,1244,1307,1420,1559
"Normal17, 389th Right d2.npy",5,144,260,319,410,546,1012,1142,1233,1281,1398,1542
"Normal17, 391th Left d2.npy",33,163,249,311,402,563,1012,1139,1236,1290,1398,1542
"Normal17, 391th Right d2.npy",19,149,249,311,393,524,1006,1137,1236,1281,1392,1525
"Normal17, 401th Left d2.npy",27,161,254,300,424,580,1049,1179,1278,1341,1437,1591
"Normal17, 403th Left d2.npy",27,166,285,334,410,555,1009,1142,1225,1298,1395,1531
"Normal17, 403th Right d2.npy",16,149,232,291,388,529,1006,1137,1230,1284,1392,1522
"Normal17, 405th Left d2.npy",30,158,249,294,416,555,1069,1196,1284,1347,1443,1593
"Normal17, 405th Right d2.npy",36,152,251,305,407,558,1063,1182,1281,1349,1443,1593
"Normal17, 407th Left d2.npy",30,155,234,300,405,518,1012,1131,1233,1278,1383,1520
"Normal17, 407th Right d2.npy",33,161,243,291,393,538,1012,1139,1236,1281,1386,1528
"Normal17, 421th Left d2.npy",33,161,254,311,413,569,1037,1165,1259,1313,1418,1565
"Normal17, 421th Right d2.npy",36,172,271,314,427,572,1040,1171,1264,1310,1432,1576
"Normal17, 431th Left d2.npy",33,158,254,311,419,569,1003,1134,1233,1295,1400,1557
"Normal17, 431th Right d2.npy",27,158,263,314,416,558,992,1117,1213,1273,1398,1537
"Normal17, 433th Right d2.npy",16,127,226,263,368,504,1009,1108,1213,1264,1349,1474
"Normal17, 43th Left d2.npy",27,155,246,308,402,544,1012,1122,1230,1284,1375,1517
"Normal17, 43th Right d2.npy",33,161,249,305,413,561,1012,1134,1222,1276,1386,1517
"Normal17, 443th Left d2.npy",27,166,246,308,402,535,1020,1139,1242,1301,1398,1545
"Normal17, 443th Right d2.npy",19,138,229,285,385,524,1000,1128,1227,1281,1386,1551
"Normal17, 445th Left d2.npy",30,163,257,311,424,546,1037,1176,1256,1310,1420,1554
"Normal17, 445th Right d2.npy",16,155,240,300,413,546,1029,1168,1236,1293,1403,1542
"Normal17, 447th Left d2.npy",30,158,251,300,396,529,1023,1145,1236,1284,1389,1528
"Normal17, 447th Right d2.npy",27,158,240,288,393,546,1020,1142,1242,1281,1386,1520
"Normal17, 449th Left d2.npy",33,152,246,288,396,518,1003,1120,1202,1256,1349,1494
"Normal17, 449th Right d2.npy",27,155,246,291,382,527,995,1122,1202,1261,1352,1486
"Normal17, 453th Left d2.npy",27,138,234,285,371,495,1034,1159,1244,1298,1398,1503
"Normal17, 455th Left d2.npy",30,149,223,271,356,498,1029,1139,1227,1278,1375,1503
"Normal17, 455th Right d2.npy",24,138,212,268,362,501,1020,1137,1222,1261,1372,1505
"Normal17, 457th Left d2.npy",33,161,251,297,419,563,1034,1162,1239,1278,1403,1542
"Normal17, 457th Right d2.npy",24,158,240,302,405,549,1023,1156,1236,1278,1398,1531
"Normal17, 459th Left d2.npy",33,161,260,311,416,558,1074,1202,1290,1335,1452,1596
"Normal17, 459th Right d2.npy"
"Normal17, 45th Left d2.npy",33,156,250,298,400,542,982,1107,1194,1240,1351,1497
